chunk_text,mapped_symptoms,doctor_answer
"Tôi luôn trong tình trạng bị viêm mũi dị ứng thời tiết, thỉnh thoảng ăn cua biển có bị dị ứng nổi mề day rất khó chịu (các loại hải sản khác thì không bị). Vậy tôi có thể tiêm vaccine Covid-19 được không?","swollen_blood_vessels, malaise","Tình trạng viêm mũi dị ứng của anh không có chống chỉ định tiêm ngừa vaccine Covid-19 theo hướng dẫn hiện tại của Bộ Y tế. Anh có tình trạng dị ứng nổi mề đay khi ăn cua biển, do vậy, để đảm bảo an toàn, anh nên tiêm vaccine Covid-19 tại bệnh viện hoặc cơ sở y tế có đủ trang thiết bị cấp cứu. Sau tiêm, anh cũng nên theo dõi kỹ các triệu chứng mà lúc khám sàng lọc bác sĩ dặn theo dõi vì mình là người có cơ địa dị ứng."
"Tôi bị dị ứng với quả việt quốc (sốc phản vệ), chỉ cần ăn, uống một lượng nhỏ (một viên kẹo cao su), bánh, kẹo, sữa có vị việt quốc sau 5 phút bị tê lưỡi, cứng lưỡi, tăng huyết áp, khó thở, da nổi cục...Tôi từng phải nhập viện cấp cứu 2 lần vì vô tình ăn thức ăn có vị việt quốc. Ngoài ra, tôi không có bệnh nền gì, tập luyện thể thao bình thường, cao 1,75 m, nặng 70 kg. Trường hợp của tôi có được tiêm vaccine Covid-19 không?","swollen_blood_vessels, breathlessness","Theo hướng dẫn của Bộ Y tế, tất cả các trường hợp đã từng phải vào viện điều trị với chẩn đoán là phản vệ độ II đều thuộc nhóm chống chỉ định với tiêm vaccine Covid-19."
"Tôi muốn tư vấn khi chích ngừa vaccine, tôi bị hội chứng áo choàng trắng,khi gặp y tá,bác sĩ thì huyết áp tăng rất cao có khi lên 170/100,dù có dùng thuốc nhưng vẫn không xuống,nhịp tim tăng nhanh gần cả 100, hồi hộp khó chịu, nhưng khi đo xong hay nói chuyện với bác sĩ thì cảm giác thoải mái. Ở nhà thì huyết áp ổn định 120,130/80, tập thể dục, ăn uống, sinh hoạt và làm việc bình thường. Như vậy khi tôi đi chích ngừa liệu có được hay không và có giải pháp nào để giải quyết ạ,",malaise,"Trường hợp của anh/chị xuất hiện tình trạng cao huyết áp khi lo lắng. Chính sự căng thẳng, lo lắng sẽ dẫn tới cao huyết áp thoáng qua, cao huyết áp đôi khi chỉ diễn ra trong thời gian ngắn nhưng sự lặp lại nhiều lần vẫn ảnh hưởng không tốt đến sức khỏe. Theo những mô tả về tình hình sức khỏe thì anh/chị không nằm trong đối tượng hoãn tiêm chủng vaccine Covid-19, tuy nhiên anh/chị nên chọn tiêm chủng ở khối bệnh viện hoặc các cơ sở y tế có đủ năng lực cấp cứu hồi sức ban đầu để đảm bảo an toàn."
"Dùng thuốc nhỏ mũi otilin quá liều gây nghẹt mũi, tắc tai khó thở cần làm gì để khắc phục?","congestion, breathlessness","Các thuốc co mạch tại chỗ, xịt mũi (otrivin, otilin) có tác dụng gây co mạch, làm giảm tức thì hiện tượng phù nề, cương tụ của cuốn mũi. Tuy nhiên, khi lạm dụng, dùng trong thời gian dài sẽ dẫn đến quen thuốc, phụ thuộc vào thuốc gây phì đại cuốn mũi, khi đó cần phải phẫu thuật can thiệp chỉnh hình lại cuốn mũi để giúp cho việc không còn ngạt mũi. Trường hợp, cháu dùng thuốc nhỏ mũi otilin quá liều gây nghẹt mũi, tắc tai khó thở cháu nên tới thăm khám cùng bác sĩ Tai - Mũi - Họng để được đánh giá chính xác tình trạng bệnh và lưu ý hạn chế sử dụng thuốc xịt mũi như otrivin."
"Ngứa mũi, hắt hơi kèm chảy nước mũi khi ngửi mùi hương đậm đặc là sao?","itching, runny_nose","Bạn bị ngứa mũi, hắt xì hơi kèm chảy nước mũi khi ngửi mùi hương đậm đặc là triệu chứng của phản ứng dị ứng xảy ra ở những người có cơ địa dị ứng, hoặc quá mẫn cảm với các chất lạ như khói bụi, hơi hóa chất (trong đó có nước hoa).Khi không tiếp xúc các chất trên triệu chứng thường sẽ khỏi. Tuy nhiên nếu tiếp xúc nhiều lần có thể sẽ bị viêm mũi dị ứng, nếu nặng hơn có thể gây cơn hen suyễn. Lúc đó, bạn nên đến bác sĩ tai mũi họng khám và tư vấn điều trị."
Thường xuyên nghẹt mũi buổi tối có phải do khối nang vòm mũi không và điều trị thế nào?,congestion,"Nghẹt mũi là một nhận cảm phức tạp bao gồm nhiều nguyên nhân và liên quan tới các cơ chế thần kinh dịch thể, cơ học, . . đa dạng, trong đó có các tổn thương dạng u ở vòm mũi. Tùy vào kích thước, vị trí, bản chất, mức độ ảnh hưởng của khối u vùng vòm mà các bác sĩ sẽ hướng dẫn bạn các bước tiếp theo để thực hiện như có cần phải sinh thiết hay phẫu thuật không? Hay điều trị bảo tồn. Vấn đề này bạn nên đi khám để được bác sĩ tư vấn cụ thể."
"Chóng mặt, đi mất thăng bằng đã uống thuốc nhưng không khỏi phải làm gì?","dizziness, loss_of_balance","Theo như bạn tình trạng chóng mặt, đi mất thăng bằng như bạn mô tả thì đây có thể là chóng mặt kịch phát lành tính. Đây là một bệnh lành tính nhưng không thể khỏi hẳn, việc điều trị chỉ giải quyết triệu chứng, hầu như bệnh dễ tái phát khi thay đổi thời tiết, thay đổi tư thế đầu khi ngủ, ngủ không sâu giấc, lo lắng. Do đó, thời gian điều trị phụ thuộc vào các yếu tố thúc đẩy có hay không. Với tình trạng “chóng mặt, đi mất thăng bằng đã uống thuốc nhưng không khỏi phải làm gì?” thì bác sĩ khuyên bạn nên ngủ đủ giấc, uống thuốc theo toa, không thay đổi tư thể đầu đột ngột để hạn chế các triệu chứng xuất hiện."
"Đờm ở cổ, miệng hôi, đau vùng giữa trán có phải viêm xoang không và nên điều trị thế nào?",phlegm,"Với những dấu hiệu, đờm ở cổ, miệng hôi, đau vùng giữa trán có thể bạn mắc viêm xoang.Với tình trạng này bạn nên đăng ký khám ở chuyên khoa Tai mũi họng tại các cơ sở Y tế chuyên khoa hoặc bệnh viện thuộc Hệ thống Y tế Vinmec để có các khảo sát thêm như: nội soi tai mũi họng, chụp phim CT scanner (nếu cần). Qua thăm khám bác sĩ mới có đủ căn cứ rõ ràng để khẳng định, chẩn đoán tình trạng hiện tại của bạn."
Gây tê ngoài màng cứng có gây đau lưng sau sinh không?,back_pain,"Đẻ không đau là phương pháp gây tê ngoài màng cứng để giảm cơn đau khi chuyển dạ cho thai phụ. Về phương diện khoa học, không nghiên cứu nào chỉ ra rằng đau lưng sau sinh là do sử dụng phương pháp gây tê ngoài màng cứng. Trên thực tế, 50% sản phụ không dùng dịch vụ này vẫn gặp chứng đau lưng. Đau lưng có thể do biến đổi hình dạng cột sống lưng, tư thế không phù hợp trên bàn sinh. Nếu đau do gây tê ngoài cứng tại vị trí tiêm thuốc cơn đau sẽ tự khỏi trong 48h."
"Ù tai kéo dài, 2 mang tai nổi cục dấu hiệu bệnh gì?",swollen_blood_vessels,"Triệu chứng ù tai gặp ở rất nhiều bệnh lý. Hiện tại em chưa mô tả rõ tính chất của ù tai, mức độ đồng thời cũng không có kết quả đo thính lực, kết quả nội soi và chiếu chụp vùng tai, mũi xoang, vòm, vòi tai nên chưa thể chẩn đoán chính xác bệnh của em."
"tôi có một số thắc mắc muốn được giải đáp:1. Trẻ từ bao nhiêu tuổi trở lên thì được tiêm vaccine Covid 19?2. Tôi trước đây hay bị dị ứng thời tiết, nước và mỗi lần như vậy phải uống thuốc mới hết. Khoảng hơn 1 năm nay thì không thấy bị như vậy nữa. Tuy nhiên cách đây vài năm tôi bị dị ứng thuốc khá nặng. Lần 1 là do bị dị ứng thời tiết nổi mề đay khắp người nên tôi mua thuốc ở tiệm thuốc tây uống, sau khi uống 1 liều thuốc tình trạng nổi mề đay không giảm mà trong khoang miệng tôi bắt đầu sưng rộp và lở loét mấy chục nốt, đau rát không ăn uống, nói chuyện được, khi đi bệnh viện khám (bác sĩ nói là bị dị ứng thuốc, cho uống thuốc điều trị 10 ngày mới khỏi). Lần 2 tôi bị viêm nhiễm phụ khoa, cũng mua thuốc ngoài tiệm thuốc tây để uống, uống 1 liều thì mặt sưng lên, cơ thể nổi mề đay và lưỡi có biểu hiện cứng, khó nói chuyện, đi khám bác sĩ bảo dị ứng thuốc và cho nhập viện điều trị mấy ngày. Sau này rút kinh nghiệm mỗi lần mua thuốc đều báo bác sĩ biết để kê toa thuốc tránh bị dị ứng3. Chồng tôi 45 tuổi, thỉnh thoảng bị huyết áp cao, bị viêm gan B đã chữa xong, hiện 6 tháng tái khám 1 lần và 3 năm nay không phải uống thuốc (bác sĩ không yêu cầu uống).Vậy xin hỏi tôi và chồng tôi có tiêm ngừa vaccine Covid-19 được không?",swollen_blood_vessels,"1. Hiện tại, Việt Nam theo Hướng dẫn của Bộ Y tế và theo thông tin kê toa vaccine phòng bệnh Covid-19 AstraZeneca sử dụng tiêm cho đối tượng từ 18 tuổi trở lên. 2. Như trường hợp của chị từng bị nhiều đợt dị ứng phải nhập viện điều trị, theo hướng dẫn của Bộ Y tế nếu trường hợp chị được chẩn đoán phản vệ độ II khi nhập viện thì đang chống chỉ định tiêm vaccine Covid-19. Còn nếu là phản vệ độ I, chị thuộc đối tượng thận trọng khi tiêm vaccine, cần khám sàng lọc tiêm tại Bệnh viện. Khi khám sàng lọc, chị cần cung cấp đầy đủ các thông tin và triệu chứng gặp phải cho bác sĩ khám sàng lọc để bác sĩ cân nhắc cho chỉ định têm chủng ngay hoặc hoãn tiêm. 3. Còn về trường hợp chồng chị bệnh viêm gan B trong thời gian ổn định (không phải nhập viện hoặc thay tăng liều lộ trình điều trị viêm gan B, các chỉ số về chỉ số Virus siêu vi B, men gan trong giới hạn cho phép) thì vẫn được tiêm vaccine Covid-19."
"Vợ chồng em đã cưới ba năm, kinh nguyệt của em rất đều, mỗi chu kỳ 28 ngày. Sức khỏe chồng em cũng tốt, không có bệnh tật gì. Sinh hoạt vợ chồng trung bình 5-6 lần một tháng. Tuy nhiên ba năm vừa rồi không lần nào thụ thai.Có phải do công việc của chúng em khá áp lực, hai vợ chồng em cùng lao động trí óc, cường độ làm việc khá căng thẳng, em lại hay đi công tác xa nên khó có khả năng thụ thai? Liệu chúng em có cần đi kiểm tra sức khỏe sinh sản không và cần kiểm tra những gì ạ? Rất mong bác sĩ tư vấn.",shivering,"Theo như chị nói, kinh nguyệt của chị bình thường, nhưng tần suất quan hệ 5-6 lần một tháng là khá thưa, cộng với áp lực từ công việc sẽ ảnh hưởng tới khả năng thụ thai của anh chị. Anh chị nên tìm đến trung tâm có đầy đủ trang thiết bị hiện đại để làm các xét nghiệm cần thiết tìm nguyên nhân chưa mang thai. Ông xã chị nên làm xét nghiệm tinh dịch đồ (vào thời điểm sau khi xuất tinh lần cuối cùng 2-5 ngày để cho kết quả chính xác nhất)."
"Em ở Ninh Thuận, em đã tiêm vaccine Covid-19 nhưng trung tâm y tế không ghi tên loại vaccine lên trên giấy chứng nhận tiêm vaccine của em là có đúng không?",shivering,"Theo hướng dẫn hiện hành của Bộ Y tế, cần phải ghi tên vaccine lên giấy chứng nhận, do vậy anh/chị cần liên hệ trực tiếp với Trung tâm Y tế nơi được tiêm chủng để được trả lời chi tiết hơn."
"Tôi đã từng đi tiêm vaccine Covid-19, nhưng do huyết áp tôi cao hơn 140mmHg nên được yêu cầu tiêm tại các trung tâm y tế hoặc bệnh viện. Vậy cho tôi hỏi, thời gian được tiêm tại các trung tâm y tế và bệnh viện? Thủ tục đăng ký để tiêm chích ra sao?",shivering,"Nếu chỉ số huyết áp cao hơn 140/ 90mmHg, anh nên đến bệnh viện để được tư vấn điều trị cho huyết áp giảm xuống thấp hơn 140/90 mmHg và được tiêm vaccine tại các cơ sở tổ chức tiêm chủng theo quy định của Bộ Y tế. Nếu anh muốn tiêm tại bệnh viện thì nên liên hệ và chờ thông báo của cơ quan nhà nước để được tiêm phòng."
"Chóng mặt, mệt mỏi, dễ nổi cáu là dấu hiệu bệnh lý gì?","dizziness, fatigue, swollen_blood_vessels, malaise","Chóng mặt là triệu chứng của rất nhiều bệnh: bệnh tại tai trong, bệnh của não, bệnh của cơ thể (suy nhược cơ thể, thiếu máu, thiếu chất, nhiễm độc gan - thận,...), bệnh tâm lý (stress, căng thẳng, mất ngủ,...)Với những triệu chứng chóng mặt, mệt mỏi, dễ nổi cáu như bạn mô tả bác sĩ có thể hình dung được bạn đang rất mệt mỏi, căng thẳng. Bác sĩ không biết bạn có ăn ngủ đủ không, có bị stress hay căng thẳng vấn đề gì không nên bác sĩ khuyên bạn nên đi khám tổng quát và khám chuyên sâu với bác sĩ thần kinh để tìm nguyên nhân bạn nhé."
